0,18.454245,17.233938,21.228214,22.726505,23.88659,20.874514,22.368559,21.244364,23.938002,25.1504,24.96639,27.510323,25.539288,25.422169,24.168365,25.19292,21.621035,21.225456,20.441082,21.618069,22.248098,23.693668,20.815691,22.099327,23.803106,20.91599,21.456482,19.669544,17.866278,17.02457,15.716509,12.980497,14.522923,12.763196,9.04936,8.148142,9.256835,5.5692043,6.136142,4.236748,5.0150905,3.0388434,4.50419,4.441951,4.196429,5.610876,5.8490334,6.339561,8.12751,10.769549,12.779863,12.018164,4.0
1,19.656885,18.517643,22.940039,21.970913,23.586,21.360577,22.09007,21.8669,24.154932,24.43148,24.85641,26.831036,24.577473,24.15763,22.585447,23.71272,20.468016,20.857843,19.72164,19.718117,20.062525,20.84292,19.169708,20.480402,22.108635,19.182735,18.96026,17.898787,16.855831,16.012705,14.124885,13.373868,12.941113,11.2499075,10.009343,8.627588,7.937733,6.099352,6.073081,5.6518397,5.9630113,3.1284082,4.8166857,4.4856563,4.5619264,4.9901414,6.3507953,7.239532,10.341403,9.608997,11.347867,11.158137,4.0
2,20.177948,19.31552,23.383448,21.842339,23.231855,21.45914,21.821272,22.054289,24.049496,23.860481,24.797062,26.19764,24.003422,23.575605,21.912008,23.01809,20.076628,20.391897,19.5692,18.805407,18.99889,19.370224,18.189169,19.403135,21.105923,18.035791,17.623144,16.966227,16.324032,15.476729,13.440275,13.718894,12.440289,10.776256,10.810432,8.96468,7.590595,6.758483,6.3352823,6.688432,6.717376,3.8527365,5.60533,4.9692793,5.227742,5.0222225,6.919719,7.7610126,11.441872,8.8635845,10.544721,10.723058,4.0
3,20.049892,19.599194,22.81164,21.998173,22.754128,21.183691,21.49941,21.84303,23.65366,23.361727,24.681717,25.554363,23.670364,23.42166,21.827076,22.851614,20.17545,19.883385,19.75536,18.584703,18.73255,18.897606,17.702978,18.743254,20.61663,17.350224,17.15545,16.679886,16.19101,15.32451,13.426658,14.0549135,12.755881,10.974605,11.392884,9.239454,7.960667,7.484799,6.8452926,7.427325,7.288712,4.9852147,6.6677322,5.7210746,6.0404525,5.5131745,7.486519,7.9857264,11.675987,8.441124,10.1932535,10.574843,4.0
4,19.305182,19.340292,21.477825,22.095804,22.082787,20.547707,21.061737,21.269627,22.999393,22.859535,24.403744,24.845434,23.431526,23.441355,22.00968,22.955885,20.49306,19.388071,20.051712,18.76077,18.938856,19.0471,17.540047,18.376484,20.46242,17.001093,17.267504,16.847784,16.37689,15.463904,13.848006,14.421267,13.623321,11.477317,11.696959,9.531948,8.793198,8.216499,7.525659,7.949316,7.6875463,6.299229,7.8015,6.569298,6.8466344,6.2690525,7.981906,7.995398,11.29082,8.24943,10.116292,10.575412,4.0
5,16.19447,17.310852,18.351896,20.370544,20.271105,18.541693,19.755459,19.482405,21.559822,21.51248,22.879128,23.230959,22.525148,22.598034,21.216728,22.465483,20.302254,19.07533,19.751646,18.51259,18.89147,18.953556,17.305233,17.935387,20.13226,16.860401,17.557156,17.351225,17.214155,15.732048,14.436441,15.253103,14.919112,10.8722515,10.467151,10.396483,10.218199,9.084647,8.883966,8.728303,8.079748,7.9105453,8.733707,7.189337,7.543761,7.195801,8.340806,7.828531,10.238742,8.005535,9.682835,10.255838,4.0
6,14.396364,15.143698,15.870776,18.087412,17.967096,16.663424,18.392622,18.023932,20.040329,20.462238,21.437996,21.889835,21.53226,21.745161,20.51055,21.965897,19.401463,18.485886,18.751623,18.10925,18.58165,18.646845,16.912409,17.423393,19.70169,16.3314,17.283772,17.217775,17.739592,16.352896,14.602257,15.849214,16.212563,10.071724,10.186098,11.311332,10.937009,9.524495,9.649667,8.873374,7.2788916,8.673238,9.225072,7.644485,7.269249,7.7116475,7.974042,7.7570896,9.474499,7.831472,9.121686,9.8287525,4.0
7,12.623237,13.637017,15.231931,16.163452,16.860136,15.63934,17.73134,17.047594,18.907696,20.144426,20.4184,21.287167,21.172058,21.311003,19.819492,21.4191,19.043093,18.848917,18.420036,17.81905,18.570934,18.860493,16.962633,17.90596,19.830164,16.466198,17.807148,18.139143,18.500132,17.117632,15.164274,16.77837,17.252104,10.204152,10.366167,12.186371,11.1756315,9.997081,9.790569,9.304963,8.244521,8.733124,9.244257,7.64183,7.038406,8.044002,8.141551,8.066696,8.772459,8.39711,9.684919,9.589444,4.0
8,11.000858,12.090851,13.950588,14.283536,15.628434,14.5137825,16.850622,15.879371,18.138832,19.357252,19.407885,19.886095,20.564207,20.13734,18.82578,20.738035,18.494658,18.544199,17.778883,17.236198,17.81334,18.227146,16.923555,17.5324,19.831236,16.577105,17.86684,18.280584,18.630764,17.392797,15.671759,17.379967,17.713223,10.36298,10.5078745,12.68557,10.939675,9.884829,9.98424,9.374001,7.7893267,8.598503,9.094079,7.650127,6.7721744,7.7638807,7.9503446,7.795929,9.524923,8.659911,9.568635,9.526043,4.0
9,9.901843,10.759371,12.871553,13.220749,14.799859,13.65917,16.234005,15.978166,17.372477,18.526955,18.420597,19.556206,19.460688,18.851753,17.443628,19.353605,16.735847,17.81531,16.52008,17.10448,16.685905,17.490873,16.547413,17.297565,19.38381,16.352541,17.248363,18.678179,18.449259,17.33355,15.595778,17.527035,17.342981,11.255221,11.466894,12.973062,11.261512,10.229274,10.209785,9.675624,7.615647,7.9639583,9.162983,7.1555586,6.6647954,7.505228,7.717782,7.799114,9.008372,8.147696,9.6125965,9.420599,4.0
